0.11765 -12.946
0.19118 -12.597
0.27941 -12.341
0.73529 -12.886
1.2647 -13.193
1.8235 -13.398
3.5000 -13.688
4.4118 -13.756
5.0294 -13.943
6.2059 -13.977
6.8529 -14.080
8.0588 -14.233
9.0000 -14.301
9.7647 -14.472
10.853 -14.438
11.441 -14.472
12.265 -14.557
12.882 -14.591
14.0   -15.000
