#time E_out E_hot_out E_cold_out E_colder_out M_out M_out_hot M_out_cold Metal_out Metal_out_hot Metal_out_cold SFR SNR O_rate
360.00  3.774E+43   2.894E+42   3.485E+43   9.130E+42  2.934E-03  9.966E-06  2.924E-03  2.138E-07  4.013E-09  2.097E-07  7.704E-05  1.081E-06  3.980E-06
365.00  0.000E+00   0.000E+00   0.000E+00   0.000E+00  2.239E-03  5.042E-06  2.234E-03  1.603E-07  1.712E-09  1.585E-07  7.770E-05  1.087E-06  3.999E-06
370.00  1.723E+43   4.030E+40   1.719E+43   5.265E+42  1.859E-03  2.467E-07  1.859E-03  1.275E-07  8.575E-11  1.274E-07  7.708E-05  1.077E-06  4.026E-06
375.00  1.369E+43   0.000E+00   1.369E+43   2.767E+42  1.510E-03  0.000E+00  1.510E-03  1.039E-07  0.000E+00  1.039E-07  7.451E-05  1.045E-06  4.066E-06
380.00  2.454E+43   0.000E+00   2.454E+43   2.046E+42  1.561E-03  0.000E+00  1.561E-03  1.215E-07  0.000E+00  1.215E-07  7.195E-05  1.013E-06  4.107E-06
385.00  4.075E+43   1.410E+42   3.934E+43   1.128E+42  1.859E-03  5.154E-06  1.854E-03  2.356E-07  1.249E-08  2.231E-07  6.938E-05  9.814E-07  4.147E-06
390.00  4.256E+43   0.000E+00   4.256E+43   8.724E+41  2.273E-03  0.000E+00  2.273E-03  1.942E-07  0.000E+00  1.942E-07  6.681E-05  9.494E-07  4.187E-06
395.00  8.468E+43   1.578E+43   6.890E+43   1.245E+42  3.026E-03  4.018E-05  2.986E-03  2.524E-07  5.173E-08  2.007E-07  6.424E-05  9.174E-07  4.228E-06
400.00  1.244E+44   2.017E+43   1.042E+44   1.260E+42  3.720E-03  6.189E-05  3.658E-03  3.524E-07  9.170E-08  2.607E-07  6.167E-05  8.854E-07  4.268E-06
405.00  1.175E+44   4.976E+42   1.125E+44   9.066E+41  4.331E-03  1.963E-05  4.312E-03  3.182E-07  1.474E-08  3.035E-07  5.911E-05  8.534E-07  4.308E-06
410.00  1.701E+44   2.164E+43   1.485E+44   8.268E+41  5.140E-03  7.133E-05  5.069E-03  4.939E-07  4.315E-08  4.507E-07  5.654E-05  8.214E-07  4.348E-06
415.00  5.130E+44   2.004E+44   3.126E+44   5.150E+41  8.473E-03  3.239E-04  8.149E-03  8.075E-07  1.286E-07  6.788E-07  5.397E-05  7.894E-07  4.389E-06
420.00  5.460E+44   1.850E+44   3.610E+44   3.218E+41  8.371E-03  4.028E-04  7.968E-03  1.338E-06  5.069E-07  8.308E-07  5.140E-05  7.574E-07  4.429E-06
425.00  3.659E+44   1.308E+44   2.350E+44   1.491E+41  5.898E-03  3.245E-04  5.574E-03  9.045E-07  2.948E-07  6.097E-07  4.884E-05  7.254E-07  4.469E-06
