# #Cycle_Number Time  Density  HI_Density  HII_Density  HeI_Density  HeII_Density  HeIII_Density  HM_Density  H2I_Density  H2II_Density  Metal_Density  C_Density  N_Density  O_Density  Mg_Density  Si_Density  S_Density  Ca_Density  Mn_Density  Fe_Density  Ni_Density  Y_Density  Ba_Density  Eu_Density 
# 
1.420000E+02 1.424700E+02 8.497040E-10 2.146510E-17 5.044590E-12 2.576780E-20 3.364690E-15 1.589670E-12 2.162040E-28 2.162040E-28 6.534860E-28 6.638310E-16 2.988850E-33 2.988850E-33 2.988850E-33 2.988850E-33 2.988850E-33 2.988850E-33 2.988850E-33 2.988850E-33 2.988850E-33 2.988850E-33 2.988850E-33 2.988850E-33 2.988850E-33
1.430000E+02 1.428230E+02 5.652930E-08 1.412185E-15 3.356076E-10 1.704558E-18 2.240297E-13 1.057577E-10 1.399490E-26 1.399490E-26 4.919549E-26 4.416353E-14 2.004818E-31 2.004818E-31 2.004818E-31 2.004818E-31 2.004818E-31 2.004818E-31 2.004818E-31 2.004818E-31 2.004818E-31 2.004818E-31 2.004818E-31 2.004818E-31 2.004818E-31
1.440000E+02 1.431760E+02 3.033423E-07 7.467385E-15 1.800908E-09 9.075258E-18 1.202720E-12 5.675067E-10 7.269290E-26 7.269290E-26 3.055275E-25 2.369855E-13 1.088182E-30 1.088182E-30 1.088182E-30 1.088182E-30 1.088182E-30 1.088182E-30 1.088182E-30 1.088182E-30 1.088182E-30 1.088182E-30 1.088182E-30 1.088182E-30 1.088182E-30
1.450000E+02 1.435280E+02 9.384433E-07 2.268839E-14 5.571428E-09 2.780296E-17 3.721150E-12 1.755687E-09 2.168079E-25 2.168079E-25 1.110055E-24 7.331575E-13 3.412372E-30 3.412372E-30 3.412372E-30 3.412372E-30 3.412372E-30 3.412372E-30 3.412372E-30 3.412372E-30 3.412372E-30 3.412372E-30 3.412372E-30 3.412372E-30 3.412372E-30
1.460000E+02 1.438810E+02 2.230453E-06 5.279709E-14 1.324197E-08 6.528726E-17 8.832780E-12 4.172857E-09 4.949509E-25 4.949509E-25 3.101885E-24 1.742548E-12 8.217182E-30 8.217182E-30 8.217182E-30 8.217182E-30 8.217182E-30 8.217182E-30 8.217182E-30 8.217182E-30 8.217182E-30 8.217182E-30 8.217182E-30 8.217182E-30 8.217182E-30
1.470000E+02 1.442340E+02 4.503903E-06 1.042491E-13 2.673917E-08 1.300759E-16 1.779286E-11 8.426187E-09 9.581849E-25 9.581849E-25 7.267205E-24 3.518678E-12 1.677176E-29 1.677176E-29 1.677176E-29 1.677176E-29 1.677176E-29 1.677176E-29 1.677176E-29 1.677176E-29 1.677176E-29 1.677176E-29 1.677176E-29 1.677176E-29 1.677176E-29
1.480000E+02 1.445880E+02 8.112333E-06 1.837195E-13 4.816197E-08 2.311589E-16 3.196106E-11 1.517715E-08 1.654470E-24 1.654470E-24 1.490406E-23 6.337758E-12 3.044976E-29 3.044976E-29 3.044976E-29 3.044976E-29 3.044976E-29 3.044976E-29 3.044976E-29 3.044976E-29 3.044976E-29 3.044976E-29 3.044976E-29 3.044976E-29 3.044976E-29
1.490000E+02 1.449410E+02 9.004497E-06 2.029264E-13 5.345864E-08 2.557871E-16 3.545349E-11 1.684630E-08 1.817977E-24 1.817977E-24 1.703087E-23 7.034760E-12 3.384372E-29 3.384372E-29 3.384372E-29 3.384372E-29 3.384372E-29 3.384372E-29 3.384372E-29 3.384372E-29 3.384372E-29 3.384372E-29 3.384372E-29 3.384372E-29 3.384372E-29
1.500000E+02 1.450000E+02 1.463140E-05 3.236574E-13 8.686494E-08 4.107271E-16 5.746769E-11 2.737370E-08 2.841167E-24 2.841167E-24 3.069707E-23 1.143077E-11 5.525452E-29 5.525452E-29 5.525452E-29 5.525452E-29 5.525452E-29 5.525452E-29 5.525452E-29 5.525452E-29 5.525452E-29 5.525452E-29 5.525452E-29 5.525452E-29 5.525452E-29
1.510000E+02 1.453530E+02 2.238212E-05 4.874034E-13 1.328801E-07 6.218951E-16 8.773419E-11 4.187460E-08 4.185807E-24 4.185807E-24 5.143627E-23 1.748601E-11 8.476022E-29 8.476022E-29 8.476022E-29 8.476022E-29 8.476022E-29 8.476022E-29 8.476022E-29 8.476022E-29 8.476022E-29 8.476022E-29 8.476022E-29 8.476022E-29 8.476022E-29
1.520000E+02 1.457070E+02 3.260562E-05 7.013784E-13 1.935757E-07 8.985411E-16 1.276205E-10 6.100180E-08 5.885437E-24 5.885437E-24 8.121007E-23 2.547308E-11 1.236225E-28 1.236225E-28 1.236225E-28 1.236225E-28 1.236225E-28 1.236225E-28 1.236225E-28 1.236225E-28 1.236225E-28 1.236225E-28 1.236225E-28 1.236225E-28 1.236225E-28
1.530000E+02 1.460600E+02 4.561312E-05 9.724794E-13 2.707996E-07 1.249610E-15 1.783676E-10 8.533760E-08 7.966277E-24 7.966277E-24 1.220140E-22 3.563518E-11 1.729319E-28 1.729319E-28 1.729319E-28 1.729319E-28 1.729319E-28 1.729319E-28 1.729319E-28 1.729319E-28 1.729319E-28 1.729319E-28 1.729319E-28 1.729319E-28 1.729319E-28
1.540000E+02 1.464130E+02 6.168182E-05 1.307363E-12 3.661975E-07 1.683958E-15 2.411060E-10 1.154006E-07 1.044992E-23 1.044992E-23 1.758317E-22 4.818878E-11 2.336294E-28 2.336294E-28 2.336294E-28 2.336294E-28 2.336294E-28 2.336294E-28 2.336294E-28 2.336294E-28 2.336294E-28 2.336294E-28 2.336294E-28 2.336294E-28 2.336294E-28
1.550000E+02 1.467670E+02 8.108322E-05 1.712933E-12 4.813815E-07 2.211023E-15 3.169668E-10 1.516988E-07 1.335752E-23 1.335752E-23 2.447177E-22 6.334618E-11 3.066157E-28 3.066157E-28 3.066157E-28 3.066157E-28 3.066157E-28 3.066157E-28 3.066157E-28 3.066157E-28 3.066157E-28 3.066157E-28 3.066157E-28 3.066157E-28 3.066157E-28
1.560000E+02 1.471200E+02 1.040285E-04 2.195116E-12 6.176055E-07 2.839252E-15 4.068670E-10 1.946271E-07 1.670216E-23 1.670216E-23 3.305616E-22 8.127218E-11 3.925514E-28 3.925514E-28 3.925514E-28 3.925514E-28 3.925514E-28 3.925514E-28 3.925514E-28 3.925514E-28 3.925514E-28 3.925514E-28 3.925514E-28 3.925514E-28 3.925514E-28
1.570000E+02 1.474740E+02 1.307230E-04 2.759912E-12 7.760875E-07 3.577442E-15 5.117210E-10 2.445694E-07 2.049750E-23 2.049750E-23 4.352336E-22 1.021272E-10 4.920729E-28 4.920729E-28 4.920729E-28 4.920729E-28 4.920729E-28 4.920729E-28 4.920729E-28 4.920729E-28 4.920729E-28 4.920729E-28 4.920729E-28 4.920729E-28 4.920729E-28
1.580000E+02 1.478270E+02 1.613281E-04 3.412526E-12 9.577865E-07 4.433575E-15 6.322900E-10 3.018276E-07 2.475239E-23 2.475239E-23 5.604136E-22 1.260374E-10 6.056439E-28 6.056439E-28 6.056439E-28 6.056439E-28 6.056439E-28 6.056439E-28 6.056439E-28 6.056439E-28 6.056439E-28 6.056439E-28 6.056439E-28 6.056439E-28 6.056439E-28
1.590000E+02 1.481810E+02 1.959874E-04 4.157830E-12 1.163555E-06 5.415401E-15 7.692810E-10 3.666703E-07 2.947469E-23 2.947469E-23 7.076626E-22 1.531149E-10 7.336619E-28 7.336619E-28 7.336619E-28 7.336619E-28 7.336619E-28 7.336619E-28 7.336619E-28 7.336619E-28 7.336619E-28 7.336619E-28 7.336619E-28 7.336619E-28 7.336619E-28
1.600000E+02 1.485340E+02 2.348432E-04 5.000689E-12 1.394237E-06 6.530821E-15 9.234110E-10 4.393635E-07 3.467339E-23 3.467339E-23 8.784746E-22 1.834709E-10 8.765239E-28 8.765239E-28 8.765239E-28 8.765239E-28 8.765239E-28 8.765239E-28 8.765239E-28 8.765239E-28 8.765239E-28 8.765239E-28 8.765239E-28 8.765239E-28 8.765239E-28
1.610000E+02 1.488880E+02 2.779786E-04 5.944677E-12 1.650327E-06 7.786181E-15 1.095175E-09 5.200626E-07 4.035031E-23 4.035031E-23 1.074037E-21 2.171704E-10 1.034403E-27 1.034403E-27 1.034403E-27 1.034403E-27 1.034403E-27 1.034403E-27 1.034403E-27 1.034403E-27 1.034403E-27 1.034403E-27 1.034403E-27 1.034403E-27 1.034403E-27
1.620000E+02 1.492420E+02 3.254789E-04 6.993367E-12 1.932331E-06 9.187901E-15 1.285085E-09 6.089268E-07 4.651020E-23 4.651020E-23 1.295424E-21 2.542799E-10 1.207483E-27 1.207483E-27 1.207483E-27 1.207483E-27 1.207483E-27 1.207483E-27 1.207483E-27 1.207483E-27 1.207483E-27 1.207483E-27 1.207483E-27 1.207483E-27 1.207483E-27
1.630000E+02 1.495960E+02 3.773794E-04 8.149167E-12 2.240458E-06 1.074097E-14 1.493466E-09 7.060222E-07 5.315035E-23 5.315035E-23 1.543454E-21 2.948271E-10 1.395773E-27 1.395773E-27 1.395773E-27 1.395773E-27 1.395773E-27 1.395773E-27 1.395773E-27 1.395773E-27 1.395773E-27 1.395773E-27 1.395773E-27 1.395773E-27 1.395773E-27
1.640000E+02 1.499490E+02 3.854649E-04 8.330752E-12 2.288460E-06 1.098629E-14 1.526071E-09 7.211483E-07 5.417243E-23 5.417243E-23 1.582970E-21 3.011438E-10 1.424981E-27 1.424981E-27 1.424981E-27 1.424981E-27 1.424981E-27 1.424981E-27 1.424981E-27 1.424981E-27 1.424981E-27 1.424981E-27 1.424981E-27 1.424981E-27 1.424981E-27
1.650000E+02 1.500000E+02 4.424680E-04 9.612342E-12 2.626881E-06 1.271889E-14 1.756065E-09 8.277883E-07 6.136773E-23 6.136773E-23 1.862441E-21 3.456775E-10 1.630770E-27 1.630770E-27 1.630770E-27 1.630770E-27 1.630770E-27 1.630770E-27 1.630770E-27 1.630770E-27 1.630770E-27 1.630770E-27 1.630770E-27 1.630770E-27 1.630770E-27
1.660000E+02 1.503540E+02 5.039914E-04 1.100691E-11 2.992138E-06 1.461473E-14 2.005426E-09 9.428833E-07 6.904947E-23 6.904947E-23 2.170054E-21 3.937426E-10 1.851952E-27 1.851952E-27 1.851952E-27 1.851952E-27 1.851952E-27 1.851952E-27 1.851952E-27 1.851952E-27 1.851952E-27 1.851952E-27 1.851952E-27 1.851952E-27 1.851952E-27
1.670000E+02 1.507080E+02 5.700562E-04 1.251624E-11 3.384357E-06 1.667811E-14 2.274436E-09 1.066473E-06 7.721815E-23 7.721815E-23 2.506376E-21 4.453556E-10 2.088498E-27 2.088498E-27 2.088498E-27 2.088498E-27 2.088498E-27 2.088498E-27 2.088498E-27 2.088498E-27 2.088498E-27 2.088498E-27 2.088498E-27 2.088498E-27 2.088498E-27
1.680000E+02 1.510620E+02 6.406906E-04 1.414219E-11 3.803705E-06 1.891343E-14 2.563408E-09 1.198610E-06 8.587563E-23 8.587563E-23 2.871823E-21 5.005386E-10 2.340415E-27 2.340415E-27 2.340415E-27 2.340415E-27 2.340415E-27 2.340415E-27 2.340415E-27 2.340415E-27 2.340415E-27 2.340415E-27 2.340415E-27 2.340415E-27 2.340415E-27
1.690000E+02 1.514160E+02 7.158470E-04 1.588475E-11 4.249900E-06 2.132265E-14 2.872352E-09 1.339205E-06 9.501305E-23 9.501305E-23 3.266415E-21 5.592545E-10 2.607452E-27 2.607452E-27 2.607452E-27 2.607452E-27 2.607452E-27 2.607452E-27 2.607452E-27 2.607452E-27 2.607452E-27 2.607452E-27 2.607452E-27 2.607452E-27 2.607452E-27
1.700000E+02 1.517700E+02 7.956098E-04 1.774686E-11 4.723442E-06 2.391169E-14 3.201813E-09 1.488416E-06 1.046417E-22 1.046417E-22 3.690706E-21 6.215691E-10 2.889835E-27 2.889835E-27 2.889835E-27 2.889835E-27 2.889835E-27 2.889835E-27 2.889835E-27 2.889835E-27 2.889835E-27 2.889835E-27 2.889835E-27 2.889835E-27 2.889835E-27
1.710000E+02 1.521240E+02 8.799238E-04 1.972814E-11 5.224004E-06 2.668201E-14 3.551772E-09 1.646139E-06 1.147526E-22 1.147526E-22 4.144565E-21 6.874393E-10 3.187292E-27 3.187292E-27 3.187292E-27 3.187292E-27 3.187292E-27 3.187292E-27 3.187292E-27 3.187292E-27 3.187292E-27 3.187292E-27 3.187292E-27 3.187292E-27 3.187292E-27
1.720000E+02 1.524790E+02 9.687852E-04 2.182930E-11 5.751564E-06 2.963654E-14 3.922419E-09 1.812367E-06 1.253457E-22 1.253457E-22 4.628023E-21 7.568622E-10 3.499753E-27 3.499753E-27 3.499753E-27 3.499753E-27 3.499753E-27 3.499753E-27 3.499753E-27 3.499753E-27 3.499753E-27 3.499753E-27 3.499753E-27 3.499753E-27 3.499753E-27
1.730000E+02 1.528330E+02 1.062235E-03 2.405204E-11 6.306366E-06 3.277956E-14 4.314132E-09 1.987177E-06 1.364274E-22 1.364274E-22 5.141294E-21 8.298701E-10 3.827301E-27 3.827301E-27 3.827301E-27 3.827301E-27 3.827301E-27 3.827301E-27 3.827301E-27 3.827301E-27 3.827301E-27 3.827301E-27 3.827301E-27 3.827301E-27 3.827301E-27
1.740000E+02 1.531880E+02 1.160164E-03 2.639439E-11 6.887757E-06 3.611029E-14 4.726663E-09 2.170362E-06 1.479833E-22 1.479833E-22 5.683808E-21 9.063768E-10 4.169484E-27 4.169484E-27 4.169484E-27 4.169484E-27 4.169484E-27 4.169484E-27 4.169484E-27 4.169484E-27 4.169484E-27 4.169484E-27 4.169484E-27 4.169484E-27 4.169484E-27
1.750000E+02 1.535420E+02 1.262581E-03 2.885711E-11 7.495796E-06 3.963171E-14 5.160256E-09 2.361941E-06 1.600172E-22 1.600172E-22 6.255520E-21 9.863902E-10 4.526292E-27 4.526292E-27 4.526292E-27 4.526292E-27 4.526292E-27 4.526292E-27 4.526292E-27 4.526292E-27 4.526292E-27 4.526292E-27 4.526292E-27 4.526292E-27 4.526292E-27
1.760000E+02 1.538970E+02 1.369542E-03 3.144203E-11 8.130814E-06 4.334837E-14 5.615358E-09 2.562019E-06 1.725368E-22 1.725368E-22 6.856655E-21 1.069954E-09 4.897858E-27 4.897858E-27 4.897858E-27 4.897858E-27 4.897858E-27 4.897858E-27 4.897858E-27 4.897858E-27 4.897858E-27 4.897858E-27 4.897858E-27 4.897858E-27 4.897858E-27
1.770000E+02 1.542510E+02 1.480949E-03 3.414721E-11 8.792222E-06 4.725953E-14 6.091767E-09 2.770409E-06 1.855296E-22 1.855296E-22 7.486614E-21 1.156990E-09 5.283770E-27 5.283770E-27 5.283770E-27 5.283770E-27 5.283770E-27 5.283770E-27 5.283770E-27 5.283770E-27 5.283770E-27 5.283770E-27 5.283770E-27 5.283770E-27 5.283770E-27
1.780000E+02 1.546060E+02 1.596851E-03 3.697420E-11 9.480317E-06 5.136937E-14 6.589903E-09 2.987205E-06 1.990051E-22 1.990051E-22 8.145494E-21 1.247539E-09 5.684151E-27 5.684151E-27 5.684151E-27 5.684151E-27 5.684151E-27 5.684151E-27 5.684151E-27 5.684151E-27 5.684151E-27 5.684151E-27 5.684151E-27 5.684151E-27 5.684151E-27
1.790000E+02 1.549610E+02 1.610132E-03 3.729952E-11 9.559164E-06 5.184492E-14 6.647273E-09 3.012047E-06 2.005449E-22 2.005449E-22 8.221350E-21 1.257914E-09 5.729905E-27 5.729905E-27 5.729905E-27 5.729905E-27 5.729905E-27 5.729905E-27 5.729905E-27 5.729905E-27 5.729905E-27 5.729905E-27 5.729905E-27 5.729905E-27 5.729905E-27
1.800000E+02 1.550000E+02 1.730916E-03 4.025938E-11 1.027625E-05 5.617402E-14 7.169295E-09 3.237973E-06 2.145459E-22 2.145459E-22 8.911751E-21 1.352277E-09 6.145897E-27 6.145897E-27 6.145897E-27 6.145897E-27 6.145897E-27 6.145897E-27 6.145897E-27 6.145897E-27 6.145897E-27 6.145897E-27 6.145897E-27 6.145897E-27 6.145897E-27
1.810000E+02 1.553550E+02 1.856083E-03 4.333902E-11 1.101935E-05 6.070334E-14 7.713040E-09 3.472094E-06 2.290183E-22 2.290183E-22 9.629933E-21 1.450064E-09 6.575827E-27 6.575827E-27 6.575827E-27 6.575827E-27 6.575827E-27 6.575827E-27 6.575827E-27 6.575827E-27 6.575827E-27 6.575827E-27 6.575827E-27 6.575827E-27 6.575827E-27
1.820000E+02 1.557100E+02 1.985708E-03 4.654049E-11 1.178891E-05 6.543792E-14 8.279053E-09 3.714550E-06 2.439741E-22 2.439741E-22 1.037636E-20 1.551333E-09 7.019885E-27 7.019885E-27 7.019885E-27 7.019885E-27 7.019885E-27 7.019885E-27 7.019885E-27 7.019885E-27 7.019885E-27 7.019885E-27 7.019885E-27 7.019885E-27 7.019885E-27
1.830000E+02 1.560650E+02 2.119654E-03 4.986061E-11 1.258413E-05 7.037523E-14 8.866965E-09 3.965085E-06 2.593988E-22 2.593988E-22 1.115009E-20 1.655978E-09 7.477525E-27 7.477525E-27 7.477525E-27 7.477525E-27 7.477525E-27 7.477525E-27 7.477525E-27 7.477525E-27 7.477525E-27 7.477525E-27 7.477525E-27 7.477525E-27 7.477525E-27
1.840000E+02 1.564200E+02 2.257959E-03 5.330053E-11 1.340523E-05 7.551914E-14 9.477173E-09 4.223771E-06 2.752981E-22 2.752981E-22 1.195117E-20 1.764029E-09 7.948808E-27 7.948808E-27 7.948808E-27 7.948808E-27 7.948808E-27 7.948808E-27 7.948808E-27 7.948808E-27 7.948808E-27 7.948808E-27 7.948808E-27 7.948808E-27 7.948808E-27
1.850000E+02 1.567750E+02 2.400606E-03 5.685993E-11 1.425211E-05 8.087141E-14 1.010983E-08 4.490574E-06 2.916723E-22 2.916723E-22 1.277929E-20 1.875472E-09 8.433590E-27 8.433590E-27 8.433590E-27 8.433590E-27 8.433590E-27 8.433590E-27 8.433590E-27 8.433590E-27 8.433590E-27 8.433590E-27 8.433590E-27 8.433590E-27 8.433590E-27
1.860000E+02 1.571310E+02 2.547488E-03 6.053630E-11 1.512413E-05 8.643047E-14 1.076470E-08 4.765295E-06 3.085119E-22 3.085119E-22 1.363364E-20 1.990223E-09 8.931427E-27 8.931427E-27 8.931427E-27 8.931427E-27 8.931427E-27 8.931427E-27 8.931427E-27 8.931427E-27 8.931427E-27 8.931427E-27 8.931427E-27 8.931427E-27 8.931427E-27
1.870000E+02 1.574860E+02 2.698679E-03 6.433168E-11 1.602173E-05 9.220179E-14 1.144235E-08 5.048073E-06 3.258252E-22 3.258252E-22 1.451450E-20 2.108341E-09 9.442476E-27 9.442476E-27 9.442476E-27 9.442476E-27 9.442476E-27 9.442476E-27 9.442476E-27 9.442476E-27 9.442476E-27 9.442476E-27 9.442476E-27 9.442476E-27 9.442476E-27
1.880000E+02 1.578420E+02 2.854142E-03 6.824521E-11 1.694470E-05 9.818641E-14 1.214286E-08 5.338836E-06 3.436118E-22 3.436118E-22 1.542141E-20 2.229796E-09 9.966509E-27 9.966509E-27 9.966509E-27 9.966509E-27 9.966509E-27 9.966509E-27 9.966509E-27 9.966509E-27 9.966509E-27 9.966509E-27 9.966509E-27 9.966509E-27 9.966509E-27
1.890000E+02 1.581980E+02 3.013829E-03 7.227584E-11 1.789274E-05 1.043852E-13 1.286627E-08 5.637495E-06 3.618676E-22 3.618676E-22 1.635392E-20 2.354551E-09 1.050324E-26 1.050324E-26 1.050324E-26 1.050324E-26 1.050324E-26 1.050324E-26 1.050324E-26 1.050324E-26 1.050324E-26 1.050324E-26 1.050324E-26 1.050324E-26 1.050324E-26
1.900000E+02 1.585530E+02 3.177652E-03 7.642148E-11 1.886533E-05 1.107973E-13 1.361244E-08 5.943886E-06 3.805847E-22 3.805847E-22 1.731132E-20 2.482538E-09 1.105227E-26 1.105227E-26 1.105227E-26 1.105227E-26 1.105227E-26 1.105227E-26 1.105227E-26 1.105227E-26 1.105227E-26 1.105227E-26 1.105227E-26 1.105227E-26 1.105227E-26
1.910000E+02 1.589090E+02 3.345638E-03 8.068294E-11 1.986265E-05 1.174267E-13 1.438173E-08 6.258059E-06 3.997680E-22 3.997680E-22 1.829358E-20 2.613777E-09 1.161355E-26 1.161355E-26 1.161355E-26 1.161355E-26 1.161355E-26 1.161355E-26 1.161355E-26 1.161355E-26 1.161355E-26 1.161355E-26 1.161355E-26 1.161355E-26 1.161355E-26
1.920000E+02 1.592650E+02 3.517963E-03 8.506482E-11 2.088573E-05 1.242831E-13 1.517522E-08 6.580343E-06 4.194395E-22 4.194395E-22 1.930156E-20 2.748406E-09 1.218753E-26 1.218753E-26 1.218753E-26 1.218753E-26 1.218753E-26 1.218753E-26 1.218753E-26 1.218753E-26 1.218753E-26 1.218753E-26 1.218753E-26 1.218753E-26 1.218753E-26
1.930000E+02 1.596220E+02 3.694398E-03 8.956149E-11 2.193321E-05 1.313605E-13 1.599214E-08 6.910309E-06 4.395751E-22 4.395751E-22 2.033372E-20 2.886246E-09 1.277333E-26 1.277333E-26 1.277333E-26 1.277333E-26 1.277333E-26 1.277333E-26 1.277333E-26 1.277333E-26 1.277333E-26 1.277333E-26 1.277333E-26 1.277333E-26 1.277333E-26
1.940000E+02 1.599780E+02 3.705511E-03 8.984535E-11 2.199918E-05 1.318099E-13 1.604388E-08 6.931092E-06 4.408432E-22 4.408432E-22 2.039873E-20 2.894928E-09 1.281011E-26 1.281011E-26 1.281011E-26 1.281011E-26 1.281011E-26 1.281011E-26 1.281011E-26 1.281011E-26 1.281011E-26 1.281011E-26 1.281011E-26 1.281011E-26 1.281011E-26
1.950000E+02 1.600000E+02 3.886200E-03 9.446112E-11 2.307191E-05 1.391202E-13 1.688543E-08 7.269008E-06 4.614611E-22 4.614611E-22 2.145609E-20 3.036091E-09 1.340794E-26 1.340794E-26 1.340794E-26 1.340794E-26 1.340794E-26 1.340794E-26 1.340794E-26 1.340794E-26 1.340794E-26 1.340794E-26 1.340794E-26 1.340794E-26 1.340794E-26
1.960000E+02 1.603560E+02 4.071038E-03 9.919305E-11 2.416927E-05 1.466596E-13 1.775115E-08 7.614678E-06 4.825516E-22 4.825516E-22 2.253711E-20 3.180496E-09 1.401744E-26 1.401744E-26 1.401744E-26 1.401744E-26 1.401744E-26 1.401744E-26 1.401744E-26 1.401744E-26 1.401744E-26 1.401744E-26 1.401744E-26 1.401744E-26 1.401744E-26
1.970000E+02 1.607130E+02 4.260020E-03 1.040412E-10 2.529123E-05 1.544311E-13 1.864133E-08 7.968094E-06 5.041169E-22 5.041169E-22 2.364195E-20 3.328138E-09 1.463847E-26 1.463847E-26 1.463847E-26 1.463847E-26 1.463847E-26 1.463847E-26 1.463847E-26 1.463847E-26 1.463847E-26 1.463847E-26 1.463847E-26 1.463847E-26 1.463847E-26
1.980000E+02 1.610700E+02 4.453162E-03 1.090063E-10 2.643789E-05 1.624381E-13 1.955631E-08 8.329285E-06 5.261697E-22 5.261697E-22 2.477019E-20 3.479031E-09 1.527099E-26 1.527099E-26 1.527099E-26 1.527099E-26 1.527099E-26 1.527099E-26 1.527099E-26 1.527099E-26 1.527099E-26 1.527099E-26 1.527099E-26 1.527099E-26 1.527099E-26
1.990000E+02 1.614270E+02 4.650492E-03 1.140889E-10 2.760942E-05 1.706846E-13 2.049648E-08 8.698302E-06 5.487235E-22 5.487235E-22 2.592142E-20 3.633195E-09 1.591500E-26 1.591500E-26 1.591500E-26 1.591500E-26 1.591500E-26 1.591500E-26 1.591500E-26 1.591500E-26 1.591500E-26 1.591500E-26 1.591500E-26 1.591500E-26 1.591500E-26
2.000000E+02 1.617840E+02 4.852097E-03 1.192913E-10 2.880632E-05 1.791768E-13 2.146253E-08 9.075307E-06 5.717963E-22 5.717963E-22 2.709559E-20 3.790699E-09 1.657074E-26 1.657074E-26 1.657074E-26 1.657074E-26 1.657074E-26 1.657074E-26 1.657074E-26 1.657074E-26 1.657074E-26 1.657074E-26 1.657074E-26 1.657074E-26 1.657074E-26
2.010000E+02 1.621410E+02 5.058250E-03 1.246202E-10 3.003022E-05 1.879281E-13 2.245600E-08 9.460811E-06 5.954315E-22 5.954315E-22 2.829361E-20 3.951756E-09 1.723908E-26 1.723908E-26 1.723908E-26 1.723908E-26 1.723908E-26 1.723908E-26 1.723908E-26 1.723908E-26 1.723908E-26 1.723908E-26 1.723908E-26 1.723908E-26 1.723908E-26
2.020000E+02 1.624990E+02 5.269070E-03 1.300783E-10 3.128183E-05 1.969457E-13 2.347771E-08 9.855037E-06 6.196506E-22 6.196506E-22 2.951557E-20 4.116459E-09 1.792042E-26 1.792042E-26 1.792042E-26 1.792042E-26 1.792042E-26 1.792042E-26 1.792042E-26 1.792042E-26 1.792042E-26 1.792042E-26 1.792042E-26 1.792042E-26 1.792042E-26
2.030000E+02 1.628560E+02 5.484488E-03 1.356634E-10 3.256074E-05 2.062285E-13 2.452756E-08 1.025786E-05 6.444498E-22 6.444498E-22 3.076059E-20 4.284755E-09 1.861453E-26 1.861453E-26 1.861453E-26 1.861453E-26 1.861453E-26 1.861453E-26 1.861453E-26 1.861453E-26 1.861453E-26 1.861453E-26 1.861453E-26 1.861453E-26 1.861453E-26
2.040000E+02 1.632140E+02 5.704983E-03 1.413873E-10 3.386979E-05 2.157991E-13 2.560810E-08 1.067016E-05 6.698879E-22 6.698879E-22 3.203098E-20 4.457017E-09 1.932296E-26 1.932296E-26 1.932296E-26 1.932296E-26 1.932296E-26 1.932296E-26 1.932296E-26 1.932296E-26 1.932296E-26 1.932296E-26 1.932296E-26 1.932296E-26 1.932296E-26
2.050000E+02 1.635720E+02 5.930563E-03 1.472500E-10 3.520903E-05 2.256597E-13 2.671962E-08 1.109197E-05 6.959683E-22 6.959683E-22 3.332645E-20 4.633251E-09 2.004578E-26 2.004578E-26 2.004578E-26 2.004578E-26 2.004578E-26 2.004578E-26 2.004578E-26 2.004578E-26 2.004578E-26 2.004578E-26 2.004578E-26 2.004578E-26 2.004578E-26
2.060000E+02 1.639300E+02 6.161370E-03 1.532550E-10 3.657930E-05 2.358189E-13 2.786304E-08 1.152355E-05 7.227106E-22 7.227106E-22 3.464753E-20 4.813569E-09 2.078345E-26 2.078345E-26 2.078345E-26 2.078345E-26 2.078345E-26 2.078345E-26 2.078345E-26 2.078345E-26 2.078345E-26 2.078345E-26 2.078345E-26 2.078345E-26 2.078345E-26
2.070000E+02 1.642880E+02 6.397635E-03 1.594083E-10 3.798198E-05 2.462897E-13 2.903975E-08 1.196532E-05 7.501386E-22 7.501386E-22 3.599544E-20 4.998151E-09 2.153672E-26 2.153672E-26 2.153672E-26 2.153672E-26 2.153672E-26 2.153672E-26 2.153672E-26 2.153672E-26 2.153672E-26 2.153672E-26 2.153672E-26 2.153672E-26 2.153672E-26
2.080000E+02 1.646470E+02 6.635863E-03 1.656189E-10 3.939631E-05 2.569196E-13 3.023252E-08 1.241076E-05 7.778443E-22 7.778443E-22 3.735025E-20 5.184266E-09 2.229449E-26 2.229449E-26 2.229449E-26 2.229449E-26 2.229449E-26 2.229449E-26 2.229449E-26 2.229449E-26 2.229449E-26 2.229449E-26 2.229449E-26 2.229449E-26 2.229449E-26
2.090000E+02 1.650000E+02 6.883316E-03 1.720763E-10 4.086541E-05 2.680345E-13 3.147784E-08 1.287345E-05 8.066752E-22 8.066752E-22 3.875322E-20 5.377588E-09 2.307991E-26 2.307991E-26 2.307991E-26 2.307991E-26 2.307991E-26 2.307991E-26 2.307991E-26 2.307991E-26 2.307991E-26 2.307991E-26 2.307991E-26 2.307991E-26 2.307991E-26
2.100000E+02 1.653590E+02 7.136682E-03 1.786948E-10 4.236962E-05 2.794923E-13 3.275953E-08 1.334718E-05 8.362437E-22 8.362437E-22 4.018551E-20 5.575530E-09 2.388244E-26 2.388244E-26 2.388244E-26 2.388244E-26 2.388244E-26 2.388244E-26 2.388244E-26 2.388244E-26 2.388244E-26 2.388244E-26 2.388244E-26 2.388244E-26 2.388244E-26
