# M Z m_tot m_metal H He Li Be B C N O F Ne Na Mg Al Si P S Cl Ar K Ca Sc Ti V Cr Mn Fe Co Ni Cu Zn Ga Ge As Se Br Kr Rb Sr Y Zr Nb Mo Tc Ru Rh Pd Ag Cd In Sn Sb Te I Xe Cs Ba La Ce Pr Nd Pm Sm Eu Gd Tb Dy Ho Er Tm Yb Lu Hf Ta W Re Os Ir Pt Au Hg Tl Pb Bi
11.200 0.000 9.83699797E+00 3.10096153E-01 5.86000096E+00 3.66690086E+00 1.14283884E-07 2.77320000E-11 3.69499730E-07 7.14335096E-02 5.28503000E-06 1.06664334E-01 3.08644000E-07 5.84301045E-03 1.86574000E-05 5.80575745E-03 9.56632000E-05 3.53822394E-02 5.94554000E-05 2.53880900E-02 4.55655100E-05 4.25052513E-03 3.71014575E-05 3.00430876E-03 1.25182000E-07 9.42758419E-05 8.70429354E-06 7.58419901E-04 2.62731000E-04 4.85506737E-02 1.26842000E-04 2.23062250E-03 5.87211700E-06 2.33961325E-05 1.77987500E-08 1.74048574E-07 2.45247000E-11 2.72871514E-09 2.54728400E-13 6.07623970E-11 4.33011000E-17 2.18192673E-14 1.11784000E-16 1.40435300E-16 3.58378000E-17 4.56068040E-16 0.00000000E+00 4.44621179E-17 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
11.300 0.000 9.82399170E+00 2.62130134E-01 5.88214097E+00 3.67972060E+00 1.15164202E-07 1.89814000E-11 2.68180016E-07 6.67128544E-02 5.39026000E-06 1.17444674E-01 1.57753000E-06 1.99855725E-02 1.41327000E-04 9.36093940E-03 3.36308000E-04 1.84748830E-02 5.75465000E-05 9.78230555E-03 1.48523500E-05 1.73308103E-03 6.46645183E-06 1.50760717E-03 7.47339000E-07 5.81313171E-05 4.67405263E-06 3.00483096E-04 6.44982000E-05 1.51029107E-02 7.04073000E-05 8.85346501E-04 3.77882750E-05 3.92944200E-05 2.74927100E-08 5.54800800E-08 5.09849000E-11 8.86415200E-10 1.50837720E-12 2.33878507E-11 1.94927000E-16 1.48153660E-14 6.03947000E-17 1.67910400E-16 5.06743000E-17 7.93259720E-16 0.00000000E+00 1.92153043E-16 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
11.400 0.000 9.90299395E+00 3.37110220E-01 5.84807081E+00 3.71781292E+00 8.51581202E-08 3.14945000E-11 3.95359840E-07 8.15817850E-02 6.94543000E-06 1.32608589E-01 4.86959000E-07 1.34395587E-02 1.51054000E-05 1.02832917E-02 2.72912000E-04 2.91694130E-02 8.11946000E-05 1.93071913E-02 1.93104200E-05 3.35967946E-03 9.47233226E-06 2.80963673E-03 1.97560000E-07 9.78483031E-05 5.34537513E-06 5.78006687E-04 1.40073000E-04 4.13826208E-02 5.34337000E-05 1.78974730E-03 4.24566960E-05 5.52523585E-05 2.72940300E-08 1.55638126E-07 4.02951000E-11 2.51661420E-09 1.51693320E-12 6.26992372E-11 1.29485000E-16 3.02982855E-14 9.10381000E-17 1.96143400E-16 5.49125000E-17 7.37795930E-16 0.00000000E+00 1.29551960E-16 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
11.500 0.000 1.01350011E+01 3.81968497E-01 5.99277110E+00 3.76026149E+00 1.41143791E-07 1.56681000E-11 2.97080025E-07 7.08302987E-02 7.25913000E-06 1.52173896E-01 3.27984000E-06 3.53166012E-02 2.72404000E-04 1.34113971E-02 4.67273000E-04 3.01053190E-02 7.96223000E-05 2.25429192E-02 3.69579200E-05 3.81270211E-03 2.95298642E-05 2.82362812E-03 1.24688000E-07 8.79686779E-05 8.20409141E-06 6.98249580E-04 2.41791000E-04 4.66831777E-02 1.32897000E-04 2.17254310E-03 6.53620000E-06 2.32954627E-05 1.76336800E-08 1.63090474E-07 2.12668000E-11 2.55351749E-09 2.63311500E-13 5.71921025E-11 4.25185000E-17 2.12356227E-14 1.06936000E-16 1.40500300E-16 3.53666000E-17 4.58331236E-16 0.00000000E+00 4.55286833E-17 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
11.600 0.000 1.02420031E+01 4.11920870E-01 6.03938113E+00 3.79070111E+00 1.58317881E-07 1.68292000E-11 2.83025965E-07 7.13813166E-02 8.20525000E-06 1.61995122E-01 3.75258000E-06 4.09932983E-02 3.17860000E-04 1.43055970E-02 5.11060000E-04 3.46040430E-02 9.21607000E-05 2.75295789E-02 5.17450000E-05 4.60708917E-03 4.40025089E-05 3.29403219E-03 1.47392000E-07 9.07047303E-05 8.92586838E-06 7.58801223E-04 2.72569000E-04 4.86942791E-02 1.27590000E-04 2.20146220E-03 4.94356100E-06 2.19571032E-05 1.60949800E-08 1.66279165E-07 2.27436000E-11 2.59202643E-09 2.36785500E-13 5.75075918E-11 4.13938000E-17 2.04498411E-14 1.03973000E-16 1.31057400E-16 3.25301000E-17 4.12687765E-16 0.00000000E+00 3.88017762E-17 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
11.700 0.000 1.02830056E+01 3.85141969E-01 6.05086111E+00 3.84700255E+00 1.30424009E-07 1.60091000E-11 2.67531227E-07 7.34656175E-02 8.34702000E-06 1.69028150E-01 3.33232000E-06 3.80268676E-02 2.50936000E-04 1.35596268E-02 4.15232000E-04 2.38301650E-02 6.19615000E-05 1.39142924E-02 1.28422100E-05 2.41729944E-03 6.80746360E-06 2.08067553E-03 8.57465000E-08 7.26719324E-05 6.41042459E-06 7.02861735E-04 2.05606000E-04 4.52846095E-02 8.74455000E-05 1.67291270E-03 5.20193200E-06 2.14671642E-05 1.25574040E-08 1.31146733E-07 1.27967000E-11 2.03632534E-09 1.78434000E-13 4.02466715E-11 1.78072000E-17 1.02033622E-14 3.96049000E-17 4.73697000E-17 1.33144000E-17 1.70449895E-16 0.00000000E+00 1.99190129E-17 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
11.800 0.000 1.02740007E+01 3.09796547E-01 6.13207116E+00 3.83213298E+00 2.37749668E-07 2.93693000E-11 3.76344750E-07 8.16150319E-02 6.66534000E-06 1.26589310E-01 4.43529000E-07 1.36109866E-02 1.70092000E-05 1.11761115E-02 2.55308000E-04 2.79480510E-02 7.84011000E-05 1.78887921E-02 1.91813400E-05 3.12454396E-03 9.69033603E-06 2.56541383E-03 1.26632000E-07 5.54431053E-05 3.98389135E-06 5.44784930E-04 1.19386000E-04 2.33155069E-02 2.41827000E-05 7.77732900E-04 2.52585830E-05 2.45261533E-05 9.78763000E-09 5.02460580E-08 2.02488000E-11 7.77445860E-10 6.35914400E-13 1.70608892E-11 4.11008000E-17 6.48580290E-15 1.68556000E-17 4.24075000E-17 1.08204000E-17 1.52226756E-16 0.00000000E+00 2.70387224E-17 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
11.900 0.000 1.03589924E+01 3.03478410E-01 6.18301118E+00 3.87250286E+00 2.45453470E-07 3.36526000E-11 3.46074190E-07 8.72756368E-02 6.56303000E-06 1.36395568E-01 4.23438000E-07 1.35700680E-02 1.43227000E-05 8.33571330E-03 2.85206000E-04 2.00143280E-02 6.88840000E-05 1.15939825E-02 1.70410600E-05 2.07529894E-03 6.24493244E-06 1.85119817E-03 5.45834000E-07 6.75167351E-05 4.53674612E-06 4.55134913E-04 7.49053000E-05 2.02198109E-02 5.57853000E-05 9.86530301E-04 4.96101280E-05 5.28701959E-05 2.30506800E-08 6.87417970E-08 5.71708000E-11 1.04956110E-09 1.80045620E-12 2.47615762E-11 1.68896000E-16 1.38789983E-14 3.67584000E-17 1.26662000E-16 3.46822000E-17 5.30899960E-16 0.00000000E+00 1.28411876E-16 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
12.000 0.000 1.06910003E+01 5.56036127E-01 6.22821121E+00 3.90675297E+00 3.27250430E-07 1.29935000E-11 2.18124196E-07 7.59959562E-02 7.82735000E-06 2.13908741E-01 1.07453000E-07 1.55670928E-03 2.51696000E-06 2.67202081E-03 1.83214000E-04 8.70956260E-02 3.77680000E-04 9.71266414E-02 6.69233000E-04 2.52423255E-02 6.87119740E-04 9.01786862E-03 8.85751000E-07 9.98922601E-05 8.29495550E-06 5.68506750E-04 2.07155000E-04 3.84412339E-02 1.40468000E-04 1.99260680E-03 8.70238800E-06 2.40904286E-05 2.04125000E-08 1.35831719E-07 2.52158000E-11 2.05386464E-09 3.61994600E-13 4.60812496E-11 5.81717000E-17 1.86904477E-14 1.02449000E-16 1.46646800E-16 3.65007000E-17 4.88924173E-16 0.00000000E+00 5.20250770E-17 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
12.200 0.000 1.06550049E+01 4.80930419E-01 6.19708110E+00 3.97699335E+00 1.37338208E-07 2.84072000E-11 3.50651819E-07 9.80412271E-02 1.17676000E-05 2.37520950E-01 2.43373000E-06 3.67301243E-02 2.01955000E-04 1.75900270E-02 6.37307000E-04 3.47634880E-02 1.10646000E-04 2.13619956E-02 2.23737300E-05 3.65454138E-03 1.16128891E-05 2.93900810E-03 9.94221000E-08 5.82248682E-05 4.63676889E-06 5.66803913E-04 1.34185000E-04 2.57455252E-02 2.43572000E-05 7.47617800E-04 2.19752660E-05 2.69888944E-05 8.82557700E-09 4.98446900E-08 1.99864000E-11 8.00449904E-10 7.30713800E-13 1.82566560E-11 4.50270000E-17 6.85197520E-15 1.28497000E-17 4.51889000E-17 1.16539000E-17 1.63786637E-16 0.00000000E+00 3.52222407E-17 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
12.400 0.000 1.07820016E+01 3.66926755E-01 6.41018120E+00 4.00489364E+00 9.97878919E-07 3.76012000E-11 4.76979230E-07 1.00102958E-01 1.04778400E-05 1.92069111E-01 6.05893000E-07 1.64470350E-02 1.80563000E-05 1.36752947E-02 3.91289000E-04 2.83715490E-02 1.02200000E-04 1.21102923E-02 2.40556100E-05 1.85440140E-03 1.32022728E-05 1.30755578E-03 3.05139000E-08 2.98800693E-06 5.28694870E-07 2.22898846E-05 1.47110000E-05 3.74069280E-04 7.34167000E-08 1.25065122E-05 1.22346758E-13 9.41341896E-14 2.51585400E-17 1.56521557E-17 1.87659000E-18 1.78515933E-18 2.30844300E-19 7.91565570E-23 6.20296000E-35 1.97237482E-33 3.61807000E-39 3.35085321E-39 3.09206000E-42 2.01620093E-40 0.00000000E+00 5.11856000E-49 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
12.600 0.000 1.10499993E+01 4.84024668E-01 6.49945119E+00 4.06652340E+00 1.24483662E-06 2.65229000E-11 3.22200938E-07 9.96393622E-02 1.19467200E-05 2.43942054E-01 2.61968000E-06 3.78158294E-02 2.17313000E-04 1.87633710E-02 7.00255000E-04 3.46401840E-02 1.14524000E-04 2.12509666E-02 2.15063200E-05 3.66875397E-03 1.15858325E-05 2.97933551E-03 6.08319000E-08 4.43814673E-05 4.36695527E-06 6.33254767E-04 1.41739000E-04 1.90387154E-02 9.22005000E-06 3.56013040E-04 7.94711010E-06 7.78482664E-06 1.60399200E-09 8.79772361E-09 2.96018000E-12 1.05073541E-10 7.71486000E-14 1.81124431E-12 2.73062000E-18 3.74461260E-16 5.65028000E-19 1.63739800E-18 3.48274000E-19 5.20030826E-18 0.00000000E+00 8.02558635E-19 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
12.800 0.000 1.13599932E+01 6.33238815E-01 6.58933118E+00 4.13742317E+00 7.85365590E-07 2.23004000E-11 3.55583620E-07 1.07558648E-01 1.21872600E-05 2.82515460E-01 2.63430000E-06 3.68782243E-02 3.04058000E-04 1.15363080E-02 5.71841000E-04 7.64826630E-02 3.29486000E-04 5.63905631E-02 3.34233300E-04 8.85119113E-03 2.74885052E-04 4.91418966E-03 2.54797000E-07 8.71227317E-05 8.96342567E-06 9.75279097E-04 2.80790000E-04 4.36175242E-02 5.17294000E-05 1.23377640E-03 6.86706600E-06 1.86997158E-05 9.81697800E-09 8.42176810E-08 7.75263000E-12 1.25740752E-09 1.61618800E-13 2.21011146E-11 2.15993000E-17 9.71451960E-15 3.74293000E-17 5.06162000E-17 1.40614000E-17 1.82227542E-16 0.00000000E+00 2.24652752E-17 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
13.000 0.000 1.15869942E+01 7.00689313E-01 6.67019117E+00 4.21611375E+00 9.60459940E-07 1.20735000E-11 2.25261318E-07 1.00312822E-01 1.30029600E-05 3.47103019E-01 1.33907000E-07 2.77105120E-03 1.03332000E-05 4.15894560E-03 4.27740000E-04 1.07712996E-01 5.41536000E-04 7.17461449E-02 5.66191600E-04 1.34342743E-02 3.05646511E-04 4.62710364E-03 3.69749000E-07 9.73993118E-05 9.26095320E-06 8.65089529E-04 2.72976000E-04 4.40171340E-02 8.69848000E-05 1.58172860E-03 6.25500400E-06 1.98629313E-05 1.38795880E-08 1.10534677E-07 1.22269000E-11 1.71312677E-09 2.16362500E-13 3.73178500E-11 2.86524000E-17 1.26092506E-14 5.60787000E-17 7.22947000E-17 2.04810000E-17 2.76742622E-16 0.00000000E+00 3.36860328E-17 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
13.200 0.000 1.15990022E+01 5.70596928E-01 6.75873115E+00 4.26967414E+00 1.13257296E-06 1.82289000E-11 2.94295195E-07 1.09835754E-01 1.42721300E-05 3.04872044E-01 5.10909000E-06 5.79423965E-02 4.11514000E-04 2.09129360E-02 7.36245000E-04 3.63774960E-02 1.12701000E-04 2.20323915E-02 2.20670200E-05 3.76629688E-03 1.15042291E-05 3.00022837E-03 3.60493000E-08 3.85562860E-05 3.98921247E-06 5.63668286E-04 1.22295000E-04 9.74109946E-03 1.26280000E-06 7.15678520E-05 4.16567580E-08 2.89889480E-08 1.73204540E-12 3.14676538E-12 8.15571000E-17 6.95636531E-15 1.79048700E-18 2.12067034E-17 5.93241000E-21 1.33299394E-22 3.67723000E-26 3.93479000E-26 2.75328000E-27 4.55727641E-26 0.00000000E+00 1.11685522E-27 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
13.400 0.000 1.18100005E+01 6.37645069E-01 6.84907114E+00 4.32328432E+00 1.21706994E-06 1.34676000E-11 2.64136568E-07 1.11273727E-01 1.61246200E-05 3.42769282E-01 7.18903000E-06 7.39148082E-02 5.87610000E-04 2.46919610E-02 7.97937000E-04 3.33942790E-02 9.94830000E-05 1.91649213E-02 2.02187900E-05 3.33728786E-03 1.01387344E-05 2.75841541E-03 1.36031000E-07 5.88612638E-05 4.19792160E-06 5.40182672E-04 1.12107000E-04 2.32615264E-02 2.95591000E-05 7.35554401E-04 2.69261190E-05 3.10955539E-05 1.08539300E-08 4.69288310E-08 2.54235000E-11 7.40946205E-10 8.98738500E-13 1.71229725E-11 6.19512000E-17 7.23176080E-15 1.42802000E-17 5.19398000E-17 1.27283000E-17 1.82000918E-16 0.00000000E+00 3.80259491E-17 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
13.600 0.000 1.19750005E+01 6.80794515E-01 6.93865112E+00 4.35555488E+00 1.49085858E-06 1.11176000E-11 2.65795382E-07 1.15976917E-01 1.97870700E-05 4.12909220E-01 1.02595000E-05 1.03619240E-01 9.07902000E-04 3.13902240E-02 1.00387000E-03 1.42125320E-02 7.56532000E-05 6.38395551E-04 4.86621600E-06 2.34387542E-05 2.37511008E-07 2.14378227E-07 4.38010000E-11 4.32414974E-10 9.59369600E-12 4.24112250E-11 2.77851000E-13 1.31585066E-12 1.43818000E-15 5.77947900E-15 5.89161000E-16 4.68782182E-16 6.43568000E-17 4.29887932E-17 5.37065000E-18 5.47026087E-18 7.14988000E-19 1.02663921E-19 4.71058000E-36 1.15512712E-34 7.03413000E-39 1.99853601E-41 1.17987000E-44 5.18433951E-43 0.00000000E+00 2.38836000E-50 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 
